"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",111702,106751,105491,24854,26433,29604
"매출원가",105419,102304,98446,22548,22386,24119
"매출총이익",6285,4449,7044,2304,4048,5483
"판매비와관리비",6210,5599,5849,1469,1346,1418
"인건비",3225,3018,2999,697,690,693
"유무형자산상각비",242,146,494,117,121,121
"연구개발비",0,34,9,1,3,2
"광고선전비",64,69,62,6,11,13
"판매비",258,-21,186,38,-33,-12
"관리비",1239,1112,906,224,153,171
"기타원가성비용",0,0,0,0,0,0
"기타",1180,1241,1191,391,398,428
"영업이익",73,-1153,1195,835,2705,4067
"영업이익(발표기준)",73,-1153,1195,835,2705,4067
"금융수익",1431,1835,1397,1122,-119,-242
"이자수익",211,247,369,72,68,43
"배당금수익",25,4,8,0,2,2
"외환이익",762,824,823,856,-201,-264
"대손충당금환입액",0,0,0,14,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",1,0,0,0,0,0
"금융자산평가이익",0,8,51,0,0,1
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",374,750,111,25,6,-9
"기타금융수익",57,4,36,155,5,-15
"금융원가",5512,4409,6665,1865,1715,2980
"이자비용",3443,3601,6145,1512,1316,1302
"외환손실",1966,341,335,163,120,250
"대손상각비",0,0,30,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",4,1,0,0,0,0
"금융자산평가손실",0,103,0,0,0,103
"금융자산손상차손",0,12,0,0,0,0
"파생상품손실",23,9,31,12,83,1062
"기타금융원가",77,341,125,178,199,262
"기타수익",3526,2246,3891,1092,277,801
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0,0,1
"자산처분(폐기)이익",131,209,277,8,8,50
"자산평가이익",127,19,0,0,0,0
"자산손상차손환입",332,2,1962,0,0,0
"임대료수익",5,6,6,1,1,0
"로열티수익",0,0,0,0,0,0
"수수료수익",1,3,1,0,1,0
"대손충당금환입",15,8,21,13,1,0
"충당부채환입액",129,95,32,0,0,0
"기타비용",7420,3782,3969,1119,588,967
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",1,0,0,0,0,0
"자산처분(폐기)손실",333,306,134,73,29,89
"자산평가손실",0,0,1,0,0,0
"자산손상차손",5210,1880,2016,64,-1,5
"기타대손상각비",42,49,280,9,-3,138
"충당부채전입액",0,2,40,0,379,16
"종속기업,공동지배기업및관계기업관련손익",-1134,180,146,69,44,83
"지분법손익",-77,80,136,4,23,34
"종속기업,공동지배기업및관계기업투자주식처분손익",1,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",-9037,-5076,-4009,133,604,763
"법인세비용",420,275,-230,44,30,41
"계속영업이익",-9456,-5353,-3782,88,574,716
"중단영업이익",32,-668,-96,0,2,-2
"당기순이익",-9424,-6020,-3878,88,576,714
"지배주주순이익",-9501,-6156,-3704,73,549,738
"비지배주주순이익",76,138,-173,16,28,-24
"자산",131250,141667,176054,185675,196663,204448
"유동자산",30175,35870,33916,31215,36332,38532
"재고자산",2390,2888,2816,3023,2687,2889
"유동생물자산",0,0,0,0,0,0
"유동금융자산",1929,5354,2376,2446,2933,2695
"매출채권및기타유동채권",10327,11400,10163,10357,10410,10591
"당기법인세자산",111,140,67,68,52,62
"계약자산",22,1350,991,2034,2742,5407
"반품(환불)자산",0,0,0,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",3901,4392,2703,3021,2511,3037
