"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",105116,94578,93060,81011
"매출원가",98807,86417,92881,75873
"매출총이익",6308,8166,176,5139
"판매비와관리비",5730,4249,5088,4141
"인건비",1948,1590,1471,1485
"유무형자산상각비",416,332,301,304
"연구개발비",871,562,546,572
"광고선전비",3,15,-6,17
"판매비",1064,200,804,56
"관리비",1835,1103,1182,1093
"기타원가성비용",0,0,0,0
"기타",-413,445,790,611
"영업이익",580,3918,-4909,1001
"영업이익(발표기준)",580,3918,-4909,1001
"금융수익",339,8904,5511,4637
"이자수익",597,458,382,348
"배당금수익",9,7,1,0
"외환이익",-2339,6890,2637,1647
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",11,0,1,17
"금융자산평가이익",204,21,35,37
"금융자산손상차손환입",0,0,0,0
"파생상품이익",1922,1509,2423,2573
"기타금융수익",-69,19,28,16
"금융원가",-6857,16238,5616,3769
"이자비용",1703,1515,1514,1464
"외환손실",-1550,4842,2683,1857
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",4,3,21,8
"금융자산평가손실",-15,96,74,1
"금융자산손상차손",0,0,0,0
"파생상품손실",-6735,9718,1185,317
"기타금융원가",-262,62,141,122
"기타수익",-1028,15773,3126,3656
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",11,0,0,0
"자산처분(폐기)이익",56,839,51,66
"자산평가이익",20,0,0,0
"자산손상차손환입",-74,0,0,0
"임대료수익",11,2,1,1
"로열티수익",0,0,0,0
"수수료수익",4,0,0,0
"대손충당금환입",-159,20,28,-2
"충당부채환입액",-1,0,1,1
"기타비용",10852,9562,4917,6264
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",9,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",7,3,-2,0
"자산처분(폐기)손실",162,52,74,223
"자산평가손실",0,0,0,0
"자산손상차손",2748,0,211,-130
"기타대손상각비",-57,20,303,378
"충당부채전입액",20,0,0,0
"종속기업,공동지배기업및관계기업관련손익",158,-45,17,24
"지분법손익",-8,-1,-3,-2
"종속기업,공동지배기업및관계기업투자주식처분손익",1,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
