"","X2017.12","X2018.12","X2019.12"
"매출액",399447,333026,375186
"매출원가",369772,317654,354974
"매출총이익",29674,15372,20210
"판매비와관리비",26489,14669,20249
"인건비",6977,7723,6676
"유무형자산상각비",1336,1311,1265
"연구개발비",2163,2189,2457
"광고선전비",133,146,122
"판매비",7552,-2923,2762
"관리비",7016,4818,5641
"기타원가성비용",0,0,0
"기타",1313,1408,1328
"영업이익",3186,700,-38
"영업이익(발표기준)",3186,700,-38
"금융수익",53484,10849,14070
"이자수익",1203,1877,2338
"배당금수익",92,108,18
"외환이익",9606,5246,6167
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",11995,669,47
"금융자산평가이익",96,393,266
"금융자산손상차손환입",0,0,0
"파생상품이익",9278,2335,5198
"기타금융수익",21210,222,30
"금융원가",16573,16499,20511
"이자비용",3277,5829,5791
"외환손실",10754,5073,5382
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",47,72,207
"금융자산평가손실",78,15,80
"금융자산손상차손",150,0,0
"파생상품손실",2187,5051,9005
"기타금융원가",77,453,44
"기타수익",39730,21759,29005
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",1,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,11,13
"자산처분(폐기)이익",1241,386,796
"자산평가이익",0,0,20
"자산손상차손환입",1,0,1
"임대료수익",32,21,17
"로열티수익",0,0,0
"수수료수익",5,3,4
"대손충당금환입",109,43,10
"충당부채환입액",15,6,0
"기타비용",56694,24615,35185
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",1,0,9
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,10,12
"자산처분(폐기)손실",367,1008,1186
"자산평가손실",15,0,0
"자산손상차손",9000,2637,2822
"기타대손상각비",744,261,119
"충당부채전입액",0,487,20
"종속기업,공동지배기업및관계기업관련손익",-1453,-4674,-49
"지분법손익",207,-3,0
"종속기업,공동지배기업및관계기업투자주식처분손익",0,318,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",21681,-12477,-12711
"법인세비용",6574,-2451,690
"계속영업이익",15108,-10025,-13400
"중단영업이익",27015,2654,-83
"당기순이익",42124,-7370,-13483
"지배주주순이익",39609,-7300,-13473
"비지배주주순이익",2613,215,241
"자산",711930,619796,605695
"유동자산",398872,310991,302853
"재고자산",35428,47347,58071
"유동생물자산",0,0,0
"유동금융자산",24938,28641,35364
"매출채권및기타유동채권",146619,32268,26785
"당기법인세자산",240,173,1159
"계약자산",127,120674,103288
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",34309,26665,24022
"현금및현금성자산",47495,50093,51278
"매각예정비유동자산및처분자산집단",109716,5141,2884
"비유동자산",301402,288192,285034
"유형자산",251884,240518,234110
"무형자산",4794,4164,3947
"비유동생물자산",0,0,0
"투자부동산",4935,3369,4191
"장기금융자산",17979,10152,12465
"관계기업등지분관련투자자산",2488,6152,6958
"장기매출채권및기타비유동채권",2755,3527,2793
"이연법인세자산",14885,19187,18278
"장기당기법인세자산",0,0,0
"기타비유동자산",1680,1119,2284
"기타금융업자산",11657,20610,17816
"부채",451850,335138,340067
"유동부채",375410,244912,243636
"단기사채",4267,790,708
"단기차입금",83657,59731,64782
"유동성장기부채",35076,24237,22950
"유동금융부채",5325,3471,11216
"매입채무및기타유동채무",137897,53464,56481
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",4321,22838,18916
"당기법인세부채",709,87,176
"계약부채",490,71302,62100
"반품(환불)부채",0,0,0
"배출부채",0,0,2
"기타유동부채",9708,8987,6307
"매각예정으로분류된처분자산집단에포함된부채",93958,2,0
"비유동부채",66899,71832,80865
"사채",8405,8329,15591
"장기차입금",22643,27113,34841
"비유동금융부채",10183,5778,8643
"장기매입채무및기타비유동채무",1701,1096,1053
"비유동종업원급여충당부채",4123,4979,3496
"기타장기충당부채",16303,21065,14598
"이연법인세부채",3394,3421,2342
"장기당기법인세부채",0,0,0
"기타비유동부채",148,57,66
"기타금융업부채",9540,18391,15563
"자본",260080,284660,265634
"지배기업주주지분",245744,267460,247760
"자본금",32810,46662,47001
"신종자본증권",27134,29275,24404
"자본잉여금",53544,67281,70580
"기타자본",-97217,-98811,-101165
"기타포괄손익누계액",23602,16498,14845
"이익잉여금(결손금)",208763,209578,194863
"비지배주주지분",11440,14178,15099
"영업활동으로인한현금흐름",-6146,9859,5351
"당기순손익",45616,-3693,-399
"법인세비용차감전계속사업이익",-4750,-4813,-11385
"현금유출이없는비용등가산",89683,41116,53294
"퇴직급여",3062,2496,2900
"종업원급여",-16,20,86
"주식보상비",19,36,8
"감가상각비",11122,9120,10108
"무형자산상각비",1025,716,444
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",101,134,159
"배당금지급",0,0,0
"금융부채관련손실",32,17,36
"사채상환손실",0,0,3
"투자자산평가손실",0,0,0
"자산재평가손실",1,23,3
"지분법관련손실",73,151,26
"종속기업관련손실",1615,5190,41
"관계기업관련손익",104,58,91
"(현금유입이없는수익등차감)",94162,23761,28507
"금융부채관련이익",118,11,4
"사채상환이익",0,3,0
"퇴직급여충당부채환입액",1,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",1,0,0
"투자자산평가이익",0,0,17
"자산재평가이익",0,0,0
"지분법관련이익",623,485,239
"종속회사관련이익",38,68,18
"법인세수익",283,2553,1318
"영업활동으로인한자산부채변동(운전자본변동)",-36060,4067,-4913
"자산의감소(증가)",33137,-16884,12962
"부채의증가(감소)",-68828,20843,-18035
"정부보조금등의변동",1,5,-1
"기타운전자본의변동",-372,107,162
"*영업에서창출된현금흐름",327,12917,8090
"기타영업활동으로인한현금흐름",-6472,-3056,-2739
"이자수입",3244,3122,2303
"이자지급(-)",-7348,-5436,-4858
"배당금수입",330,509,140
"배당금지급(-)",0,-38,0
"법인세환입",82,55,81
"법인세납부(-)",-2780,-1193,-402
"중단영업관련현금흐름",0,-75,0
"투자활동으로인한현금흐름",10942,2014,-9075
"투자활동으로인한현금유입액",56770,48129,29785
"유동금융자산의감소",18596,16803,17233
"장기금융상품의감소",891,948,3376
"매도가능금융자산의감소",303,0,0
"만기보유금융자산의감소",0,0,0
"장기대여금의감소",106,249,126
"파생상품의변동",3,1,1
"기타비유동금융자산의감소",27314,10653,3732
"관계기업등지분관련투자자산의감소",273,515,144
"유형자산의감소",1736,1731,1042
"무형자산의감소",98,44,13
"생물자산의감소",0,0,0
"투자부동산의감소",9,56,132
"기타투자활동으로인한현금유입액",7441,17128,3983
"(투자활동으로인한현금유출액)",45836,46113,38860
"유동금융자산의증가",19715,24592,21507
"장기금융상품의증가",1939,940,3293
"매도가능금융자산의증가",385,0,0
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",307,125,207
"기타비유동금융자산의증가",13639,7143,3613
"관계기업등지분관련투자자산의증가",492,1358,327
"유형자산의증가",7379,10161,7906
"무형자산의증가",493,187,278
"생물자산의증가",0,0,0
"투자부동산의증가",3,23,18
"기타투자활동으로인한현금유출액",1486,1583,1702
"기타투자활동으로인한현금흐름",1,2,3
"재무활동으로인한현금흐름",-20725,-8428,5618
"재무활동으로인한현금유입액",231622,138304,109273
"사채의증가",4834,3008,6473
"차입금의증가",56547,51660,37267
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,508,871
"기타금융부채의증가",165834,51744,63611
"기타부채의증가",1203,3,100
"유상증자",515,27921,36
"자기주식의처분",2546,3308,6
"주식매입선택권의행사",13,60,0
"자본구성항목의증가",116,40,0
"기타재무활동으로인한현금유입액",16,54,906
"(재무활동으로인한현금유출액)",251779,146313,103098
"사채의감소",357,1677,387
"차입금의감소",44716,48615,35095
"미지급금의감소",0,0,0
"유동성장기부채의감소",14807,15562,10055
"기타금융부채의감소",180479,78319,51550
"기타부채의감소",266,1947,1085
"유상감자",0,0,100
"자기주식의취득",120,84,4
"자본구성항목의감소",156,48,522
"기타재무활동으로인한현금유출액",10874,60,4300
"기타재무활동으로인한현금흐름",-570,-422,-557
"영업투자재무활동기타현금흐름",-2257,152,0
